revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
4112.0,3.0,0.07,694.4,5000.0,30351.331916078558
987.0,0.0,0.02,778.0,5000.0,13882.841056177624
1106.0,1.0,0.93,559.0,10000.0,17470.91347498265
4060.0,3.0,0.19,692.4,5000.0,36404.34786527911
3933.0,3.0,0.19,720.2,5000.0,13819.589570110342
1152.0,3.0,0.29,759.0,5000.0,27408.556867513897
3447.0,3.0,0.87,634.6,5000.0,500.0
716.0,5.0,0.71,632.0,5000.0,500.0
2741.0,3.0,0.01,528.0,5000.0,500.0
4276.0,0.0,0.15,478.0,5000.0,16040.427506050592
3772.0,4.0,0.37,386.0,5000.0,500.0
657.0,1.0,0.43,633.0,5000.0,13996.712302238768
2421.0,3.0,0.81,372.0,280.84,500.0
2505.0,3.0,0.91,465.2,1043.82,500.0
3696.0,3.0,0.61,451.0,881.14,11085.036744239263
2686.0,1.0,0.0,457.0,975.93,500.0
2226.0,3.0,0.56,559.4,741.03,500.0
3183.0,5.0,0.87,708.2,5000.0,11329.728378623
2558.0,3.0,0.93,547.6,5000.0,1207.6940848372165
1175.0,2.0,0.84,763.0,5000.0,22166.333438067617
2220.0,3.0,0.12,582.4,576.24,5323.233433464113
3042.0,2.0,0.03,596.0,5000.0,34442.777781919875
2724.0,5.0,0.11,582.0,5000.0,18479.79922513718
3136.0,3.0,0.98,485.2,10000.0,500.0
4518.0,2.0,0.07,834.0,10000.0,22743.289460155636
2454.0,3.0,0.96,619.8,5000.0,5055.858292189139
2321.0,3.0,0.67,537.8,5000.0,500.0
2048.0,3.0,0.89,597.2,10000.0,16945.183993366074
2296.0,1.0,0.73,664.0,324.22,26039.1924673522
3720.0,4.0,0.86,664.8,5000.0,8333.450879489175
500.0,3.0,0.31,537.4,10000.0,21694.853308047223
2507.0,3.0,0.21,665.0,5000.0,32502.45738968504
956.0,2.0,0.42,575.8,5000.0,31005.98202931224
1236.0,5.0,0.82,797.0,5000.0,30334.938442549043
770.0,1.0,0.2,530.0,5000.0,500.0
792.0,3.0,0.53,355.0,10000.0,500.0
1948.0,0.0,0.94,669.4,10000.0,500.0
2743.0,3.0,0.88,517.0,708.48,6087.284476437842
965.0,3.0,0.18,607.6,5000.0,18936.896712549995
3307.0,4.0,0.67,534.0,937.16,13109.174932150589
1184.0,0.0,0.53,702.6,5000.0,19058.859948114423
4327.0,0.0,0.37,671.0,10000.0,21377.04583434361
2704.0,0.0,0.26,443.0,5000.0,17229.709250531378
3519.0,3.0,0.76,555.0,5000.0,500.0
2639.0,1.0,0.6,514.0,5000.0,26010.58630043527
1130.0,3.0,0.57,812.0,5000.0,831.8943462970913
3633.0,1.0,0.77,756.0,5000.0,19853.504939045702
3327.0,3.0,0.11,537.0,5000.0,500.0
3056.0,3.0,0.09,780.0,652.5,500.0
3801.0,0.0,0.83,612.2,682.47,11418.884064746571
1895.0,3.0,0.0,399.0,10000.0,500.0
3042.0,4.0,0.61,605.0,5000.0,500.0
3462.0,3.0,0.5,600.4,5000.0,9702.850550364954
3145.0,4.0,0.27,715.8,874.79,22914.99168546076
1007.0,3.0,0.07,649.2,10000.0,22432.625728872008
2599.0,5.0,0.28,607.6,5000.0,500.0
5547.0,3.0,0.51,558.0,10000.0,23439.19892043822
909.0,3.0,0.64,663.0,10000.0,14803.660235423937
2480.0,3.0,0.14,592.0,10000.0,38467.42605267748
4151.0,4.0,0.69,523.8,5000.0,12190.848654481688
2001.0,3.0,0.28,583.6,5000.0,500.0
4193.0,3.0,0.8,676.6,5000.0,39894.86850509702
748.0,3.0,0.79,644.8,5000.0,500.0
1599.0,3.0,0.21,499.4,5000.0,34003.250488952915
3410.0,5.0,0.43,707.0,1014.8,11206.62143586454
1980.0,0.0,0.31,584.6,10000.0,500.0
3250.0,5.0,0.66,635.2,5000.0,16924.14431523937
4054.0,3.0,0.61,488.0,5000.0,500.0
699.0,3.0,0.44,521.6,5000.0,500.0
2915.0,3.0,0.61,340.0,10000.0,8668.700433931757
1357.0,3.0,0.59,312.0,10000.0,22275.08592007826
500.0,3.0,0.67,456.0,5000.0,11811.9366116146
1925.0,4.0,0.88,674.0,10000.0,39179.539908572944
2434.0,3.0,0.43,616.6,253.19,500.0
2918.0,1.0,0.53,621.4,1108.38,35674.54425456137
2603.0,1.0,0.8,558.0,5000.0,36000.05811992677
2274.0,3.0,0.78,625.0,5000.0,7929.581346369373
3866.0,0.0,0.96,557.8,712.67,16844.098492553883
813.0,3.0,0.41,546.0,10000.0,500.0
3019.0,3.0,0.64,302.0,944.11,500.0
1508.0,3.0,0.04,474.0,10000.0,500.0
3079.0,3.0,0.19,558.8,1167.19,23152.62635050313
3337.0,2.0,0.67,687.0,5000.0,32790.127870949305
1655.0,5.0,0.24,439.2,10000.0,5177.434130280867
1954.0,5.0,0.96,683.4,5000.0,6366.342859916189
1852.0,3.0,0.84,489.0,5000.0,500.0
2145.0,3.0,0.85,820.0,10000.0,6938.43312380126
2260.0,3.0,0.16,569.0,557.34,17828.41218351097
910.0,3.0,0.45,720.0,5000.0,500.0
2315.0,2.0,0.3,749.0,5000.0,17200.94367853948
3168.0,3.0,0.91,527.4,5000.0,32475.35973374233
2261.0,3.0,0.71,352.0,5000.0,20687.0584415222
2560.0,0.0,0.45,557.0,5000.0,20101.202727313528
1731.0,3.0,0.67,434.4,5000.0,500.0
502.0,3.0,0.11,631.0,10000.0,500.0
3665.0,0.0,0.29,356.0,1112.17,17977.875617211103
1815.0,3.0,0.52,585.8,547.96,16183.317063799392
3778.0,0.0,0.8,595.0,5000.0,500.0
1581.0,3.0,0.09,711.0,5000.0,28646.555726940034
855.0,3.0,0.07,566.2,5000.0,500.0
2793.0,3.0,0.38,656.8,781.27,500.0
2789.0,3.0,0.02,422.0,5000.0,500.0
3258.0,3.0,0.2,667.6,1195.17,8264.411121742502
1605.0,3.0,0.97,568.0,5000.0,4721.270985384865
737.0,3.0,0.5,566.0,5000.0,500.0
2490.0,2.0,0.58,324.0,5000.0,11850.369614690995
2259.0,3.0,0.41,576.4,5000.0,500.0
1428.0,3.0,0.75,400.0,5000.0,3185.468954054042
500.0,3.0,0.63,754.0,5000.0,13519.885861560002
1580.0,5.0,0.83,496.0,5000.0,500.0
2403.0,3.0,0.36,457.6,5000.0,500.0
4391.0,5.0,0.95,555.4,5000.0,500.0
2457.0,3.0,0.95,788.0,5000.0,26128.687156751723
2950.0,3.0,0.22,619.4,698.96,2600.6895009863306
1430.0,5.0,0.09,591.8,5000.0,500.0
2868.0,5.0,0.27,607.4,656.09,3936.987882199189
3854.0,3.0,0.46,794.0,10000.0,500.0
5013.0,3.0,0.56,606.0,5000.0,23530.673118409748
1923.0,4.0,0.85,591.4,5000.0,9548.136652521298
2434.0,1.0,0.47,511.2,664.93,15614.34166031232
1564.0,4.0,0.05,484.6,5000.0,500.0
1504.0,3.0,0.39,363.0,5000.0,500.0
2370.0,3.0,0.14,564.4,351.41,500.0
3815.0,4.0,0.64,465.2,10000.0,23774.942935441304
3118.0,2.0,0.02,703.0,498.13,34422.793749033444
1160.0,3.0,0.35,506.6,884.01,18001.712746161706
500.0,3.0,0.56,595.4,1544.64,500.0
2555.0,3.0,0.58,531.2,424.58,4640.416577451158
3090.0,3.0,0.19,501.0,10000.0,35362.792350038
2340.0,3.0,0.39,453.0,10000.0,500.0
2709.0,0.0,0.84,452.4,5000.0,500.0
4923.0,1.0,0.9,720.0,904.94,500.0
1152.0,5.0,0.2,614.0,5000.0,500.0
2275.0,3.0,0.06,312.0,5000.0,638.3048473143879
1704.0,2.0,0.04,631.6,5000.0,9216.207178620856
2276.0,3.0,0.62,822.0,1421.1,19961.70560399181
3569.0,3.0,0.85,385.0,5000.0,14231.52245693375
4556.0,1.0,0.31,558.0,5000.0,14310.105944880894
1352.0,3.0,0.11,547.0,5000.0,500.0
4677.0,3.0,0.08,558.0,10000.0,14161.091016291472
2777.0,4.0,0.31,510.6,1000.21,500.0
2697.0,2.0,0.07,593.0,5000.0,4136.961924127789
3578.0,3.0,0.03,510.8,1314.57,500.0
3478.0,3.0,0.02,730.2,703.24,16495.24762999187
1415.0,3.0,0.95,546.0,10000.0,12729.553760490233
1013.0,3.0,0.55,654.4,5000.0,500.0
3259.0,3.0,0.63,546.2,874.38,23442.673971903056
500.0,3.0,0.65,540.0,1142.82,12515.879559256664
3379.0,3.0,0.08,632.0,10000.0,500.0
963.0,2.0,0.06,808.0,5000.0,13706.389154946404
2674.0,3.0,0.74,489.0,618.04,28002.58834585173
2101.0,4.0,0.2,576.4,10000.0,14866.12069737865
986.0,5.0,0.46,604.8,5000.0,500.0
5718.0,3.0,0.13,453.0,222.74,32381.470183597143
2598.0,3.0,0.97,543.0,720.77,31612.27286524604
2351.0,3.0,0.98,443.0,10000.0,500.0
1154.0,3.0,0.67,798.0,10000.0,8831.25030859667
2730.0,0.0,0.49,306.0,5000.0,13357.067779901594
3513.0,3.0,0.31,768.4,5000.0,11455.912046514111
2446.0,3.0,0.09,436.6,10000.0,500.0
500.0,3.0,0.01,677.0,5000.0,500.0
888.0,2.0,0.13,684.0,458.53,12878.232973245456
3122.0,3.0,0.01,541.8,520.07,13927.24723130989
4059.0,3.0,0.27,417.8,10000.0,500.0
2843.0,0.0,0.03,335.0,10000.0,7502.270222325245
1960.0,5.0,0.86,597.2,5000.0,500.0
2752.0,4.0,0.72,308.0,5000.0,500.0
3039.0,3.0,0.64,571.0,5000.0,500.0
4656.0,2.0,0.83,540.4,10000.0,2776.0609225830044
4629.0,3.0,0.85,664.6,10000.0,500.0
2403.0,4.0,0.77,603.0,5000.0,29413.15319571625
1570.0,1.0,0.59,302.0,5000.0,500.0
574.0,2.0,0.29,476.4,5000.0,500.0
500.0,3.0,0.38,595.4,5000.0,500.0
2824.0,2.0,0.01,508.2,5000.0,500.0
2114.0,3.0,0.0,648.8,10000.0,11307.782559114445
1853.0,5.0,0.1,590.6,5000.0,500.0
2420.0,2.0,0.51,677.0,5000.0,500.0
1338.0,3.0,0.04,602.8,607.92,500.0
859.0,5.0,0.62,659.0,10000.0,24135.058602084555
500.0,3.0,0.9,301.0,5000.0,6107.272197303814
1293.0,0.0,0.06,692.0,5000.0,500.0
1256.0,3.0,0.33,397.0,10000.0,500.0
3539.0,0.0,0.59,578.4,5000.0,13612.407133409852
3441.0,3.0,0.07,632.2,10000.0,8437.208767183267
1012.0,2.0,0.21,719.0,949.92,500.0
4214.0,3.0,0.63,470.0,10000.0,500.0
1281.0,3.0,0.21,613.0,5000.0,500.0
778.0,1.0,0.78,595.6,5000.0,500.0
2562.0,3.0,0.17,428.0,10000.0,18531.680713726942
3265.0,5.0,0.7,416.0,10000.0,500.0
1869.0,3.0,0.39,508.8,5000.0,2254.314623514069
881.0,3.0,0.12,701.6,10000.0,4912.845807964071
2706.0,5.0,0.83,748.6,5000.0,3877.8074054585
2033.0,3.0,0.71,544.0,1251.98,500.0
4252.0,3.0,0.75,333.0,449.1,500.0
2556.0,2.0,0.42,587.8,5000.0,11820.033586900914
500.0,3.0,0.42,737.0,1072.05,1378.8341095833616
1180.0,3.0,0.2,604.2,5000.0,500.0
2399.0,4.0,0.97,378.0,5000.0,13779.911053967198
3674.0,3.0,0.91,805.0,980.67,3164.246634451308
500.0,3.0,0.68,303.0,972.37,500.0
1357.0,5.0,0.93,586.4,617.11,11560.70320160385
3264.0,4.0,0.56,505.8,10000.0,929.7763521751212
2582.0,4.0,0.35,595.6,10000.0,34147.79260060682
3891.0,3.0,0.95,358.0,5000.0,500.0
2628.0,3.0,0.89,594.0,5000.0,500.0
1619.0,1.0,0.11,710.4,10000.0,15302.681075646327
2581.0,3.0,0.55,405.0,5000.0,500.0
2043.0,1.0,0.46,315.0,10000.0,500.0
5718.0,3.0,0.27,631.0,1371.75,500.0
1637.0,3.0,0.11,847.0,10000.0,19126.87075270736
3001.0,5.0,0.63,601.8,5000.0,18178.48080575543
2445.0,3.0,0.16,637.2,5000.0,18360.716974486066
2105.0,4.0,0.31,637.4,5000.0,23766.373186543675
1982.0,3.0,0.62,685.0,5000.0,9653.4511909497
2305.0,3.0,0.89,713.0,606.59,29955.61075709085
500.0,5.0,0.87,746.0,5000.0,500.0
2326.0,4.0,0.84,654.0,5000.0,11882.756633659226
1275.0,3.0,0.35,399.0,672.77,500.0
2531.0,3.0,0.29,457.0,5000.0,500.0
1805.0,3.0,1.0,755.0,5000.0,19980.93728354916
2442.0,0.0,0.23,536.0,5000.0,10830.209741177352
1305.0,2.0,0.81,693.0,646.28,10101.05452495821
1803.0,0.0,0.93,516.0,10000.0,12610.398169813208
2287.0,3.0,0.63,526.8,5000.0,15593.449927134465
3129.0,3.0,0.37,847.0,5000.0,500.0
2884.0,2.0,0.1,550.0,10000.0,19179.76512783229
1313.0,0.0,0.6,599.0,10000.0,500.0
2133.0,3.0,0.53,510.6,5000.0,14464.390802440605
3484.0,3.0,0.49,310.0,898.47,500.0
2623.0,3.0,0.14,428.6,5000.0,26853.928695081147
2709.0,3.0,0.56,404.0,10000.0,11026.465260846971
1157.0,3.0,0.72,536.2,5000.0,500.0
500.0,0.0,0.26,835.0,878.36,500.0
2767.0,3.0,0.9,605.8,10000.0,500.0
1439.0,3.0,0.56,560.0,5000.0,1553.518786046312
2001.0,3.0,0.19,388.0,5000.0,4633.762084686702
500.0,5.0,0.64,362.0,880.78,500.0
3818.0,3.0,0.84,589.0,5000.0,20034.737506766676
1929.0,4.0,0.43,589.6,534.39,500.0
4212.0,0.0,0.95,498.0,5000.0,7340.3351191521215
2069.0,3.0,0.98,433.0,5000.0,16729.46577317209
2608.0,3.0,0.97,545.0,5000.0,2416.768672252488
2710.0,2.0,0.67,510.4,10000.0,8350.020806292578
3743.0,4.0,0.19,567.2,5000.0,500.0
3637.0,5.0,0.66,559.0,1049.57,500.0
2399.0,3.0,0.99,729.2,5000.0,24371.0037136856
1036.0,3.0,0.02,608.6,5000.0,6920.134906394364
2735.0,1.0,0.64,510.4,5000.0,8307.651250757117
2829.0,2.0,0.12,709.0,10000.0,34155.3626437111
1425.0,4.0,0.87,575.4,10000.0,500.0
2765.0,3.0,0.98,490.0,10000.0,500.0
1239.0,0.0,0.14,707.4,5000.0,19392.197578300144
3498.0,4.0,0.89,646.0,10000.0,19448.51023941856
1733.0,3.0,0.5,453.0,5000.0,500.0
1742.0,1.0,0.89,442.0,5000.0,500.0
3063.0,3.0,0.57,846.0,5000.0,1611.287603662131
2588.0,3.0,0.24,464.2,5000.0,500.0
3257.0,3.0,0.29,669.0,5000.0,500.0
1618.0,4.0,0.26,525.0,10000.0,500.0
616.0,1.0,0.45,650.2,5000.0,18874.85325054591
3179.0,3.0,0.11,597.4,942.4,18117.687739515542
3520.0,3.0,0.56,484.0,5000.0,9040.682277470049
1116.0,5.0,0.64,325.0,10000.0,500.0
2770.0,3.0,0.36,806.0,10000.0,5642.323453378661
1557.0,4.0,0.75,714.0,5000.0,14999.72299381132
5229.0,2.0,0.46,546.0,5000.0,31985.810502368557
500.0,1.0,0.5,439.0,5000.0,1554.9784895225127
4676.0,2.0,0.78,587.2,5000.0,13604.61722709536
2470.0,3.0,0.36,674.0,10000.0,10077.077093834796
3744.0,3.0,0.43,583.4,5000.0,20173.07938820862
2140.0,0.0,0.19,603.0,930.36,500.0
969.0,3.0,0.02,481.0,10000.0,500.0
1209.0,3.0,0.32,416.0,1213.67,500.0
2846.0,0.0,0.74,659.0,10000.0,37134.03361326907
1799.0,4.0,0.71,661.8,10000.0,32006.62874522987
3213.0,3.0,0.44,595.0,5000.0,500.0
2925.0,3.0,0.46,464.0,5000.0,500.0
1470.0,3.0,0.83,469.0,10000.0,500.0
2142.0,3.0,0.17,600.4,954.79,3738.973660484334
1423.0,3.0,0.16,617.0,5000.0,500.0
1433.0,2.0,0.77,540.0,5000.0,500.0
1998.0,0.0,0.3,332.0,5000.0,500.0
3940.0,3.0,0.33,551.6,5000.0,39248.30414047689
2124.0,3.0,0.49,441.0,5000.0,500.0
3806.0,3.0,0.61,577.0,987.96,17302.967317839033
1848.0,3.0,0.06,570.4,5000.0,10887.25496705418
2822.0,3.0,0.41,551.6,5000.0,13326.76587975578
4550.0,3.0,0.86,663.0,10000.0,18555.061070795145
2118.0,2.0,0.72,306.0,10000.0,500.0
2824.0,2.0,0.76,594.0,10000.0,23709.566990356063
3442.0,3.0,0.69,469.0,1025.51,5618.189092632655
3158.0,4.0,0.7,541.2,10000.0,1105.0090464535544
2006.0,4.0,0.4,558.8,5000.0,15604.632244799475
585.0,5.0,0.69,734.0,10000.0,500.0
4957.0,2.0,0.49,662.4,907.21,30889.06847054531
500.0,2.0,0.65,595.4,5000.0,500.0
2385.0,1.0,0.4,688.2,5000.0,500.0
1031.0,3.0,0.98,500.0,5000.0,500.0
2596.0,3.0,0.21,847.0,608.62,4407.473097574761
500.0,5.0,0.95,651.0,10000.0,500.0
1984.0,2.0,0.9,600.0,5000.0,500.0
500.0,3.0,0.33,530.8,5000.0,595.1847956795953
1815.0,0.0,0.5,304.0,639.14,8071.638569685192
2191.0,0.0,0.04,716.4,5000.0,5169.781301290168
1944.0,0.0,0.53,836.0,5000.0,500.0
4457.0,3.0,0.49,503.0,5000.0,19189.51348210835
2472.0,4.0,0.02,528.0,5000.0,1201.466648638526
2331.0,3.0,0.09,336.0,5000.0,500.0
3578.0,4.0,0.24,564.4,5000.0,18516.1132155603
2338.0,5.0,0.37,559.2,5000.0,500.0
2955.0,3.0,0.81,403.0,897.99,500.0
4419.0,5.0,0.18,509.2,1412.93,500.0
3142.0,3.0,0.75,577.0,5000.0,500.0
3973.0,1.0,0.96,585.4,5000.0,572.9266151975784
4105.0,3.0,0.78,483.8,1046.46,500.0
2421.0,3.0,0.23,553.0,5000.0,500.0
2986.0,2.0,0.17,488.0,5000.0,500.0
2804.0,4.0,0.25,449.0,5000.0,1315.377855211905
2289.0,3.0,0.07,587.0,513.82,8723.308183816727
3636.0,3.0,0.82,750.0,5000.0,21181.08585150106
2097.0,3.0,0.15,425.0,5000.0,500.0
3485.0,1.0,0.14,690.0,484.16,14655.976575182704
3397.0,1.0,0.93,530.2,5000.0,6128.1928851452185
1125.0,3.0,0.08,478.0,10000.0,500.0
3966.0,3.0,0.64,498.8,932.07,500.0
2470.0,3.0,0.68,557.0,5000.0,500.0
500.0,4.0,0.34,595.4,5000.0,500.0
1441.0,2.0,0.19,565.0,1369.19,15677.7412061166
1506.0,3.0,0.32,737.0,5000.0,7007.917918744598
2568.0,3.0,0.33,483.0,10000.0,675.2704039549101
2664.0,5.0,0.44,556.8,5000.0,500.0
2988.0,3.0,0.59,304.0,350.82,500.0
2720.0,3.0,0.19,653.6,624.99,7834.252992250279
957.0,0.0,0.87,545.0,10000.0,601.5892381444185
500.0,5.0,0.34,595.4,663.35,500.0
3562.0,3.0,0.68,589.6,5000.0,26719.766365983825
3467.0,3.0,0.29,603.0,5000.0,6906.560132168931
3167.0,2.0,0.35,745.0,5000.0,39894.86850509702
5037.0,5.0,0.11,573.8,10000.0,15236.480650484404
1167.0,1.0,0.65,572.4,10000.0,6054.168117300304
3190.0,5.0,0.73,523.0,622.87,24133.44170721536
5335.0,3.0,0.5,504.6,10000.0,500.0
4029.0,3.0,0.08,563.4,5000.0,500.0
1523.0,3.0,0.76,473.2,779.05,2781.750865221281
2161.0,3.0,0.73,657.0,1201.31,25361.73195347078
500.0,1.0,0.35,414.0,5000.0,25395.491172086597
2562.0,3.0,0.12,530.4,10000.0,8456.600968775161
2982.0,3.0,0.14,601.8,5000.0,18103.21455626846
1045.0,4.0,0.25,378.0,5000.0,500.0
2851.0,3.0,0.97,509.0,5000.0,5599.206451980024
4358.0,3.0,0.52,552.0,10000.0,13923.371423371214
2073.0,4.0,0.4,663.0,5000.0,7696.4604789687455
1430.0,5.0,0.5,591.8,5000.0,500.0
1687.0,1.0,0.62,337.0,564.27,32244.15268333524
1321.0,3.0,0.22,441.0,10000.0,500.0
2206.0,3.0,0.79,745.0,1147.17,500.0
3878.0,3.0,0.09,561.6,5000.0,24966.680645123488
4221.0,2.0,0.18,533.0,5000.0,500.0
3159.0,3.0,0.86,480.4,5000.0,500.0
1861.0,3.0,0.82,578.8,5000.0,14053.821598274068
2523.0,3.0,0.66,477.0,831.76,500.0
2340.0,3.0,0.97,648.0,721.33,500.0
5196.0,3.0,0.21,502.8,10000.0,500.0
3607.0,3.0,0.81,537.4,568.64,5391.41978269436
3748.0,0.0,0.19,543.2,1069.02,500.0
500.0,3.0,0.51,439.0,5000.0,500.0
3576.0,5.0,0.48,563.0,5000.0,12009.026420338245
2011.0,3.0,0.79,552.4,490.37,500.0
1617.0,3.0,0.04,567.0,10000.0,500.0
2889.0,3.0,0.47,516.0,10000.0,500.0
4706.0,5.0,0.18,546.4,5000.0,12816.893600619926
500.0,3.0,0.02,618.0,5000.0,14621.737792041486
2764.0,3.0,0.36,490.0,5000.0,8970.35321686117
2685.0,1.0,0.94,605.0,5000.0,500.0
2328.0,2.0,0.01,834.0,10000.0,500.0
3028.0,0.0,0.27,638.4,5000.0,500.0
3776.0,4.0,0.28,582.8,5000.0,500.0
764.0,2.0,0.6,551.2,234.17,500.0
2556.0,5.0,0.74,685.0,5000.0,500.0
4457.0,3.0,0.16,404.0,5000.0,21874.777111711373
1749.0,1.0,0.99,681.0,1186.84,19185.71007451976
3579.0,3.0,0.66,540.6,930.49,23645.163510140483
1893.0,3.0,0.82,543.0,5000.0,17360.680783560034
3864.0,5.0,0.31,613.8,5000.0,500.0
4170.0,3.0,0.31,547.0,752.58,6459.007836731592
2562.0,3.0,0.24,701.0,5000.0,500.0
3231.0,4.0,0.42,691.0,5000.0,500.0
3571.0,4.0,0.98,477.0,5000.0,23426.68977199119
3437.0,3.0,0.2,560.2,10000.0,9945.561029410674
2400.0,1.0,0.39,761.0,938.46,14707.616516937214
2647.0,3.0,0.29,512.8,10000.0,7442.855125533958
2680.0,3.0,0.93,596.8,5000.0,10554.154977667216
1085.0,1.0,0.05,443.0,677.98,500.0
3509.0,2.0,0.89,466.8,800.97,14029.45863955272
1825.0,3.0,0.67,627.0,10000.0,17707.47028128099
1160.0,2.0,0.56,483.0,5000.0,2328.801471800949
2660.0,4.0,0.05,561.6,5000.0,28321.516227569453
3818.0,1.0,0.1,667.6,5000.0,8300.46583239124
998.0,4.0,0.39,524.0,373.25,500.0
2810.0,2.0,0.18,568.4,5000.0,500.0
1338.0,3.0,0.33,508.8,10000.0,11162.719336312044
3687.0,3.0,0.15,421.0,502.22,500.0
1183.0,3.0,0.28,782.0,842.9,22903.70633358192
3958.0,1.0,0.49,468.6,589.55,500.0
1132.0,3.0,0.02,433.0,5000.0,500.0
3369.0,3.0,0.05,492.4,763.37,12206.033471742265
4040.0,2.0,0.76,563.4,10000.0,500.0
2934.0,4.0,0.83,541.2,5000.0,500.0
2547.0,3.0,0.96,651.8,1240.53,22044.80915146755
3839.0,3.0,0.28,535.0,10000.0,22221.23321604256
2291.0,5.0,0.08,763.0,10000.0,21728.70265918484
2818.0,5.0,0.84,428.2,10000.0,500.0
4676.0,1.0,0.57,694.0,10000.0,500.0
3011.0,4.0,0.6,493.0,5000.0,500.0
1744.0,1.0,0.91,312.0,10000.0,500.0
2445.0,5.0,0.37,597.8,10000.0,5985.695147366836
2387.0,2.0,0.22,510.6,885.63,3543.6621585618554
1597.0,5.0,0.7,639.0,10000.0,31268.27702631601
4447.0,3.0,0.65,395.0,5000.0,10681.465007401455
2255.0,3.0,0.79,689.6,350.58,24943.04195144796
1185.0,3.0,0.69,603.6,5000.0,500.0
2951.0,5.0,0.56,334.0,5000.0,20974.301162694257
4912.0,3.0,0.39,537.0,5000.0,500.0
3863.0,3.0,0.74,715.6,10000.0,21881.049681899192
949.0,4.0,0.02,736.4,10000.0,13890.4529260375
2276.0,5.0,0.16,489.0,1217.44,500.0
3176.0,5.0,0.31,313.0,5000.0,39894.86850509702
4453.0,5.0,0.6,534.0,460.01,500.0
2429.0,3.0,0.71,302.0,5000.0,26763.66936599364
3777.0,3.0,0.46,577.0,5000.0,500.0
3228.0,0.0,0.79,599.6,5000.0,500.0
1135.0,3.0,0.11,524.0,5000.0,500.0
3192.0,4.0,0.03,502.6,10000.0,30898.12346442135
3428.0,5.0,0.77,550.8,5000.0,7665.501956720779
3329.0,3.0,0.26,676.0,5000.0,9723.925134365028
2879.0,1.0,0.62,650.0,10000.0,3349.744144557455
2127.0,3.0,0.22,644.0,780.1,5151.087256533285
500.0,3.0,0.68,656.0,5000.0,21053.931248540583
2788.0,0.0,0.29,551.8,5000.0,500.0
1913.0,3.0,0.31,500.0,5000.0,34017.81240468688
2267.0,3.0,0.42,342.0,473.08,18950.739628744654
2334.0,4.0,0.96,541.0,10000.0,500.0
703.0,5.0,0.84,527.6,5000.0,579.3974887282877
1743.0,0.0,0.15,439.2,5000.0,500.0
1490.0,0.0,0.25,519.2,5000.0,500.0
3465.0,4.0,0.76,702.0,10000.0,500.0
2387.0,2.0,0.81,739.0,5000.0,500.0
1650.0,1.0,0.75,511.6,5000.0,500.0
2370.0,3.0,0.82,564.4,603.88,500.0
1699.0,3.0,0.96,494.4,5000.0,500.0
1710.0,3.0,0.79,539.0,5000.0,500.0
3704.0,1.0,0.01,425.0,285.41,14884.729405727216
1043.0,4.0,0.48,719.0,764.86,13684.953136583248
1217.0,2.0,0.68,682.0,10000.0,11529.798741792576
2792.0,2.0,0.62,626.0,10000.0,500.0
875.0,3.0,0.12,669.0,10000.0,500.0
1686.0,1.0,0.84,551.8,10000.0,10086.919320008365
3735.0,3.0,0.46,412.0,5000.0,14374.479940607383
1876.0,3.0,0.52,687.6,10000.0,500.0
500.0,3.0,0.73,785.0,291.91,13505.520294628031
1792.0,3.0,0.56,576.0,725.52,500.0
500.0,3.0,0.78,431.6,10000.0,3337.3668761851814
2701.0,3.0,0.41,421.0,10000.0,4849.463669302425
2012.0,3.0,0.16,638.0,10000.0,8962.574710833309
2484.0,5.0,0.16,527.8,5000.0,14474.521230572302
2843.0,3.0,0.01,468.0,5000.0,26655.42600553518
2570.0,3.0,0.98,489.2,5000.0,500.0
4332.0,3.0,0.96,524.8,728.66,9074.111188083883
1341.0,0.0,0.69,570.0,1176.54,500.0
1464.0,2.0,0.27,525.0,5000.0,500.0
1290.0,3.0,0.14,753.6,10000.0,500.0
500.0,5.0,0.08,595.4,10000.0,500.0
2597.0,3.0,0.56,562.0,10000.0,6900.559807197559
1198.0,3.0,0.94,560.0,5000.0,500.0
5088.0,3.0,0.7,640.0,5000.0,23093.695647026463
4009.0,3.0,0.44,508.0,5000.0,15930.351154972464
3755.0,3.0,0.76,318.0,5000.0,500.0
4254.0,3.0,0.67,636.0,5000.0,22102.44353761702
2652.0,4.0,0.92,768.0,5000.0,500.0
3892.0,0.0,0.46,486.0,5000.0,27810.673063023347
2245.0,3.0,0.0,443.0,1014.18,500.0
4192.0,3.0,0.69,789.0,480.44,500.0
3186.0,3.0,0.75,606.4,5000.0,500.0
1928.0,0.0,0.91,600.2,10000.0,500.0
2518.0,4.0,0.87,587.4,1318.39,21178.08365205545
2593.0,5.0,0.68,564.4,472.17,500.0
1953.0,1.0,0.15,356.0,5000.0,22358.98789092836
3337.0,3.0,0.26,517.8,5000.0,9360.63279862444
2339.0,0.0,0.59,559.2,731.6,500.0
3913.0,3.0,0.45,559.4,5000.0,7953.799822435008
4166.0,4.0,0.86,556.2,912.38,6242.243106734053
3136.0,3.0,0.69,627.4,10000.0,8380.693597889975
900.0,2.0,0.68,570.8,10000.0,6973.6325372896645
4574.0,1.0,0.13,604.6,1086.15,9942.987296518457
3789.0,3.0,0.8,770.0,5000.0,13341.7583098797
1573.0,4.0,0.05,506.4,10000.0,500.0
